Address	Length	Type	String
seg006:01AC1F3C	00000035	C	R6026\r\n- not enough space for stdio initialization\r\n
seg006:01AC1F74	00000026	C	R6025\r\n- pure virtual function call\r\n
seg006:01AC1F9C	00000035	C	R6024\r\n- not enough space for _onexit/atexit table\r\n
seg006:01AC1FD4	00000029	C	R6019\r\n- unable to open console device\r\n
seg006:01AC2000	00000021	C	R6018\r\n- unexpected heap error\r\n
seg006:01AC2024	0000002D	C	R6017\r\n- unexpected multithread lock error\r\n
seg006:01AC2054	0000002C	C	R6016\r\n- not enough space for thread data\r\n
seg006:01AC2080	00000096	C	\r\nThis application has requested the Runtime to terminate it in an unusual way.\nPlease contact the application's support team for more information.\r\n
seg006:01AC2118	0000002C	C	R6009\r\n- not enough space for environment\r\n
seg006:01AC2144	0000002A	C	R6008\r\n- not enough space for arguments\r\n
seg006:01AC2170	00000025	C	R6002\r\n- floating point not loaded\r\n
seg006:01AC2198	00000025	C	Microsoft Visual C++ Runtime Library
seg006:01AC21C4	0000001A	C	Runtime Error!\n\nProgram: 
seg006:01AC21E4	00000017	C	<program name unknown>
seg006:01AC2238	00000008	C	\b`h````
seg006:01AC226C	00000007	C	(null)
seg006:01AC27B0	000000A0	C	A buffer overrun has been detected which has corrupted the program's\ninternal state.  The program cannot safely continue execution and must\nnow be terminated.\n
seg006:01AC2850	00000019	C	Buffer overrun detected!
seg006:01AC2870	000000B1	C	A security error of unknown cause has been detected which has\ncorrupted the program's internal state.  The program cannot safely\ncontinue execution and must now be terminated.\n
seg006:01AC2924	00000023	C	Unknown security failure detected!
seg006:01AC2954	00000018	C	GetProcessWindowStation
seg006:01AC296C	0000001A	C	GetUserObjectInformationA
seg006:01AC2988	00000013	C	GetLastActivePopup
seg006:01AC299C	00000010	C	GetActiveWindow
seg006:01AC29AC	0000000C	C	MessageBoxA
seg006:01AC29B8	0000000B	C	user32.dll
seg006:01AC3658	00000014	C	InterlockedExchange
seg006:01AC36BC	00000013	C	GetModuleFileNameA
seg006:01AC36D4	00000012	C	ltiByteToWideChar
seg006:01AC36E8	00000009	C	lstrlenW
seg006:01AC36F4	0000000D	C	GetLastError
seg006:01AC3704	00000014	C	WideCharToMultiByte
seg006:01AC371A	0000000C	C	FreeLibrary
seg006:01AC3728	0000000F	C	SizeofResource
seg006:01AC373C	0000000B	C	adResource
seg006:01AC374A	0000000E	C	FindResourceA
seg006:01AC375C	0000000D	C	adLibraryExA
seg006:01AC376C	0000000A	C	lstrcmpiA
seg006:01AC3778	0000000A	C	lstrcpynA
seg006:01AC3784	0000000F	C	IsDBCSLeadByte
seg006:01AC3796	0000001A	C	DisableThreadLibraryCalls
seg006:01AC37B2	00000016	C	DeleteCriticalSection
seg006:01AC37F4	0000001A	C	InitializeCriticalSection
seg006:01AC3810	00000015	C	EnterCriticalSection
seg006:01AC3828	00000015	C	LeaveCriticalSection
seg006:01AC3840	00000015	C	InterlockedIncrement
seg006:01AC3858	00000015	C	InterlockedDecrement
seg006:01AC3870	00000015	C	GetUserDefaultLangID
seg006:01AC3888	0000000C	C	CloseHandle
seg006:01AC3898	00000007	C	adFile
seg006:01AC38A4	0000000D	C	tFilePointer
seg006:01AC38B4	0000000C	C	CreateFileA
seg006:01AC38C0	0000000D	C	KERNEL32.dll
seg006:01AC38D0	0000000A	C	CharNextA
seg006:01AC38DC	0000000C	C	InsertMenuA
seg006:01AC38EC	0000000A	C	sertMenuW
seg006:01AC38F6	0000000B	C	USER32.dll
seg006:01AC3904	0000000E	C	ShellExecuteA
seg006:01AC3914	0000000F	C	DragQueryFileA
seg006:01AC3924	0000000C	C	SHELL32.dll
seg006:01AC3932	0000000E	C	CoTaskMemFree
seg006:01AC3942	0000000F	C	CoTaskMemAlloc
seg006:01AC3954	00000011	C	CoTaskMemRealloc
seg006:01AC3968	00000010	C	StringFromGUID2
seg006:01AC397A	00000011	C	CoCreateInstance
seg006:01AC3990	0000000F	C	leaseStgMedium
seg006:01AC39A0	0000000A	C	ole32.dll
seg006:01AC39AA	0000000D	C	OLEAUT32.dll
seg006:01AC39BA	00000013	C	PathFindExtensionA
seg006:01AC39D0	00000009	C	StrCmpIW
seg006:01AC39DA	0000000C	C	SHLWAPI.dll
seg006:01AC39E8	00000006	C	Sleep
seg006:01AC39F0	00000012	C	GetCurrentProcess
seg006:01AC3A04	0000000F	C	GetProcAddress
seg006:01AC3A8C	0000000C	C	HeapReAlloc
seg006:01AC3B08	0000001C	C	SetUnhandledExceptionFilter
seg006:01AC3B74	00000018	C	FreeEnvironmentStringsA
seg006:01AC3B90	00000014	C	tEnvironmentStrings
seg006:01AC3BA6	00000018	C	FreeEnvironmentStringsW
seg006:01AC3BC0	00000017	C	GetEnvironmentStringsW
seg006:01AC3BDC	00000017	C	handledExceptionFilter
seg006:01AC3BF8	00000008	C	iteFile
seg006:01AC3C04	0000000B	C	MapStringA
seg006:01AC3C14	0000000B	C	MapStringW
seg006:01AC3C24	00000016	C	eryPerformanceCounter
seg006:01AC3C3C	0000000D	C	GetTickCount
seg006:01AC3C4C	00000013	C	GetCurrentThreadId
seg006:01AC3C64	00000012	C	tCurrentProcessId
seg006:01AC3C78	00000018	C	GetSystemTimeAsFileTime
seg006:01AC3D70	0000000F	C	CmdLineExt.DLL
seg006:01AC3D7F	00000010	C	DllCanUnloadNow
seg006:01AC3D8F	00000012	C	DllGetClassObject
seg006:01AC3DA1	00000012	C	DllRegisterServer
seg006:01AC3DB3	00000014	C	DllUnregisterServer
seg006:01AC4094	00000018	C	.?AVCAtlException@ATL@@
seg006:01AC41D8	00000010	C	.?AVexception@@
seg006:01AC41F0	00000016	C	.?AVlogic_error@std@@
seg006:01AC4210	00000017	C	.?AVlength_error@std@@
seg006:01AC4230	00000017	C	.?AVout_of_range@std@@
seg006:01AC4250	00000014	C	.?AVbad_alloc@std@@
seg006:01AC4288	00000010	C	.?AVtype_info@@
seg006:01AC592C	00000016	C	CmdLineContextMenuWW\x1B
seg006:01AC5962	0000001C	C	CmdLineContextMenu ClassWW\b
seg006:01AC6534	00000ABD	C	PADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDIN
seg006:01ACA5BD	0000002D	C	!This program cannot be run in DOS mode.\r\r\n$
seg006:01ACA770	00000006	C	.text
seg006:01AE7238	0000000C	C	ForceRemove
seg006:01AE7250	00000009	C	NoRemove
seg006:01AE7268	00000007	C	Delete
seg006:01AE7278	00000006	C	AppID
seg006:01AE7280	00000006	C	CLSID
seg006:01AE7288	00000015	C	Component Categories
seg006:01AE72A0	00000009	C	FileType
seg006:01AE72B0	0000000A	C	Interface
seg006:01AE72C0	00000009	C	Hardware
seg006:01AE72D8	00000009	C	SECURITY
seg006:01AE72E4	00000007	C	SYSTEM
seg006:01AE72F0	00000009	C	Software
seg006:01AE7300	00000008	C	TypeLib
seg006:01AE7338	00000030	C	exefile\\shellex\\ContextMenuHandlers\\CmdLineExt\\
seg006:01AE7368	00000025	C	exefile\\shellex\\ContextMenuHandlers\\
seg006:01AE7390	0000000B	C	CmdLineExt
seg006:01AE76B8	00000012	C	HKEY_CLASSES_ROOT
seg006:01AE76D0	00000012	C	HKEY_CURRENT_USER
seg006:01AE76E8	00000013	C	HKEY_LOCAL_MACHINE
seg006:01AE7700	0000000B	C	HKEY_USERS
seg006:01AE7710	00000016	C	HKEY_PERFORMANCE_DATA
seg006:01AE7728	0000000E	C	HKEY_DYN_DATA
seg006:01AE7738	00000014	C	HKEY_CURRENT_CONFIG
seg006:01AE7800	00000018	C	\\Implemented Categories
seg006:01AE7818	00000015	C	\\Required Categories
seg006:01AE7830	00000007	C	CLSID\\
seg006:01AE7D98	0000000C	C	ForceRemove
seg006:01AE7DB0	00000009	C	NoRemove
seg006:01AE7DC8	00000007	C	Delete
seg006:01AE7DD8	00000006	C	AppID
seg006:01AE7DE0	00000006	C	CLSID
seg006:01AE7DE8	00000015	C	Component Categories
seg006:01AE7E00	00000009	C	FileType
seg006:01AE7E10	0000000A	C	Interface
seg006:01AE7E20	00000009	C	Hardware
seg006:01AE7E38	00000009	C	SECURITY
seg006:01AE7E44	00000007	C	SYSTEM
seg006:01AE7E50	00000009	C	Software
seg006:01AE7E60	00000008	C	TypeLib
seg006:01AE7E68	0000000F	C	bad allocation
seg006:01AE7E90	00000011	C	&Launch Analysis
seg006:01AE7EA8	0000000F	C	launchanalysis
seg006:01AE7ED8	00000009	C	/SecuExp
seg006:01AE7F18	00000015	C	Starts the analysis.
seg006:01AE7F30	0000000F	C	launchanalysis
seg006:01AE7F40	0000000F	C	launchanalysis
seg006:01AE8008	0000000C	C	ForceRemove
seg006:01AE8020	00000009	C	NoRemove
seg006:01AE8038	00000007	C	Delete
seg006:01AE8048	00000006	C	AppID
seg006:01AE8050	00000006	C	CLSID
seg006:01AE8058	00000015	C	Component Categories
seg006:01AE8070	00000009	C	FileType
seg006:01AE8080	0000000A	C	Interface
seg006:01AE8090	00000009	C	Hardware
seg006:01AE80A8	00000009	C	SECURITY
seg006:01AE80B4	00000007	C	SYSTEM
seg006:01AE80C0	00000009	C	Software
seg006:01AE80D0	00000008	C	TypeLib
seg006:01AE8248	00000018	C	invalid string position
seg006:01AE8288	00000018	C	SetThreadStackGuarantee
seg006:01AE82A0	0000000D	C	kernel32.dll
seg006:01AE83E0	00000012	C	Unknown exception
seg006:01AE83F8	0000000E	C	DecodePointer
seg006:01AE8408	0000000E	C	EncodePointer
seg006:01AE8418	0000000D	C	KERNEL32.DLL
seg006:01AE8428	0000000F	C	CorExitProcess
seg006:01AE8438	0000000C	C	mscoree.dll
seg006:01AE8448	00000008	C	FlsFree
seg006:01AE8450	0000000C	C	FlsSetValue
seg006:01AE8460	0000000C	C	FlsGetValue
seg006:01AE8470	00000009	C	FlsAlloc
seg006:01AE84A0	0000000E	C	bad exception
seg006:01AE84B0	0000000F	C	runtime error 
seg006:01AE84C8	0000000E	C	TLOSS error\r\n
seg006:01AE84D8	0000000D	C	SING error\r\n
seg006:01AE84E8	0000000F	C	DOMAIN error\r\n
seg006:01AE8500	000000F7	C	R6033\r\n- Attempt to use MSIL code from this assembly during native code initialization\nThis indicates a bug in your application. It is most likely the result of calling an MSIL-compiled (/clr) function from a native constructor or from DllMain.\r\n
seg006:01AE85F8	00000033	C	R6032\r\n- not enough space for locale information\r\n
seg006:01AE8630	00000063	C	R6031\r\n- Attempt to initialize the CRT more than once.\nThis indicates a bug in your application.\r\n
seg006:01AE8698	0000001F	C	R6030\r\n- CRT not initialized\r\n
seg006:01AE86B8	00000025	C	R6028\r\n- unable to initialize heap\r\n
seg006:01AE86E0	00000035	C	R6027\r\n- not enough space for lowio initialization\r\n
seg006:01AE8718	00000035	C	R6026\r\n- not enough space for stdio initialization\r\n
seg006:01AE8750	00000026	C	R6025\r\n- pure virtual function call\r\n
seg006:01AE8778	00000035	C	R6024\r\n- not enough space for _onexit/atexit table\r\n
seg006:01AE87B0	00000029	C	R6019\r\n- unable to open console device\r\n
seg006:01AE87E0	00000021	C	R6018\r\n- unexpected heap error\r\n
seg006:01AE8808	0000002D	C	R6017\r\n- unexpected multithread lock error\r\n
seg006:01AE8838	0000002C	C	R6016\r\n- not enough space for thread data\r\n
seg006:01AE8870	00000096	C	\r\nThis application has requested the Runtime to terminate it in an unusual way.\nPlease contact the application's support team for more information.\r\n
seg006:01AE8908	0000002C	C	R6009\r\n- not enough space for environment\r\n
seg006:01AE8938	0000002A	C	R6008\r\n- not enough space for arguments\r\n
seg006:01AE8968	00000025	C	R6002\r\n- floating point not loaded\r\n
seg006:01AE8990	00000025	C	Microsoft Visual C++ Runtime Library
seg006:01AE89C0	00000017	C	<program name unknown>
seg006:01AE89D8	0000001A	C	Runtime Error!\n\nProgram: 
seg006:01AE8A00	00000006	C	UTF-8
seg006:01AE8A08	00000009	C	UTF-16LE
seg006:01AE8A18	00000008	C	UNICODE
seg006:01AE8A30	00000007	C	(null)
seg006:01AE8A78	00000008	C	\b`h````
seg006:01AE8AA0	00000026	C	InitializeCriticalSectionAndSpinCount
seg006:01AE8B58	0000001A	C	 Complete Object Locator'
seg006:01AE8B78	0000001D	C	 Class Hierarchy Descriptor'
seg006:01AE8B98	00000013	C	 Base Class Array'
seg006:01AE8BB0	0000001C	C	 Base Class Descriptor at (
seg006:01AE8BD0	00000012	C	 Type Descriptor'
seg006:01AE8BE8	0000001C	C	`local static thread guard'
seg006:01AE8C08	0000002B	C	`managed vector copy constructor iterator'
seg006:01AE8C38	00000029	C	`vector vbase copy constructor iterator'
seg006:01AE8C68	00000023	C	`vector copy constructor iterator'
seg006:01AE8C90	0000001C	C	`dynamic atexit destructor'
seg006:01AE8CB0	00000016	C	`dynamic initializer'
seg006:01AE8CC8	0000002C	C	`eh vector vbase copy constructor iterator'
seg006:01AE8CF8	00000026	C	`eh vector copy constructor iterator'
seg006:01AE8D20	00000025	C	`managed vector destructor iterator'
seg006:01AE8D48	00000026	C	`managed vector constructor iterator'
seg006:01AE8D70	0000001D	C	`placement delete[] closure'
seg006:01AE8D90	0000001B	C	`placement delete closure'
seg006:01AE8DB0	0000000F	C	`omni callsig'
seg006:01AE8DC0	0000000A	C	 delete[]
seg006:01AE8DCC	00000007	C	 new[]
seg006:01AE8DD8	00000024	C	`local vftable constructor closure'
seg006:01AE8E00	00000010	C	`local vftable'
seg006:01AE8E10	00000006	C	`RTTI
seg006:01AE8E20	00000010	C	`udt returning'
seg006:01AE8E30	0000001B	C	`copy constructor closure'
seg006:01AE8E50	00000027	C	`eh vector vbase constructor iterator'
seg006:01AE8E78	00000020	C	`eh vector destructor iterator'
seg006:01AE8E98	00000021	C	`eh vector constructor iterator'
seg006:01AE8EC0	0000001B	C	`virtual displacement map'
seg006:01AE8EE0	00000024	C	`vector vbase constructor iterator'
seg006:01AE8F08	0000001D	C	`vector destructor iterator'
seg006:01AE8F28	0000001E	C	`vector constructor iterator'
seg006:01AE8F48	0000001D	C	`scalar deleting destructor'
seg006:01AE8F68	0000001E	C	`default constructor closure'
seg006:01AE8F88	0000001D	C	`vector deleting destructor'
seg006:01AE8FA8	00000013	C	`vbase destructor'
seg006:01AE8FC0	00000009	C	`string'
seg006:01AE8FD0	00000015	C	`local static guard'
seg006:01AE8FE8	00000009	C	`typeof'
seg006:01AE8FF8	00000008	C	`vcall'
seg006:01AE9000	0000000A	C	`vbtable'
seg006:01AE9010	0000000A	C	`vftable'
seg006:01AE9098	00000009	C	operator
seg006:01AE90C0	00000008	C	 delete
seg006:01AE90D0	0000000C	C	__unaligned
seg006:01AE90E0	0000000B	C	__restrict
seg006:01AE90F0	00000008	C	__ptr64
seg006:01AE90F8	0000000A	C	__clrcall
seg006:01AE9108	0000000B	C	__fastcall
seg006:01AE9118	0000000B	C	__thiscall
seg006:01AE9128	0000000A	C	__stdcall
seg006:01AE9138	00000009	C	__pascal
seg006:01AE9148	00000008	C	__cdecl
seg006:01AE9150	00000009	C	__based(
seg006:01AE9460	00000018	C	GetProcessWindowStation
seg006:01AE9478	0000001A	C	GetUserObjectInformationA
seg006:01AE9498	00000013	C	GetLastActivePopup
seg006:01AE94B0	00000010	C	GetActiveWindow
seg006:01AE94C0	0000000C	C	MessageBoxA
seg006:01AE94D0	0000000B	C	USER32.DLL
seg006:01AE9520	00000012	C	`h`hhh\b\b\axppwpp\b\b
seg006:01AE9D60	00000014	C	dddd, MMMM dd, yyyy
seg006:01AE9D78	00000009	C	MM/dd/yy
seg006:01AE9D90	00000009	C	December
seg006:01AE9DA0	00000009	C	November
seg006:01AE9DB0	00000008	C	October
seg006:01AE9DB8	0000000A	C	September
seg006:01AE9DC4	00000007	C	August
seg006:01AE9DDC	00000006	C	April
seg006:01AE9DE4	00000006	C	March
seg006:01AE9DF0	00000009	C	February
seg006:01AE9E00	00000008	C	January
seg006:01AE9E38	00000009	C	Saturday
seg006:01AE9E44	00000007	C	Friday
seg006:01AE9E50	00000009	C	Thursday
seg006:01AE9E60	0000000A	C	Wednesday
seg006:01AE9E70	00000008	C	Tuesday
seg006:01AE9E78	00000007	C	Monday
seg006:01AE9E80	00000007	C	Sunday
seg006:01AE9EA8	00000008	C	CONOUT$
seg006:01AE9EB0	00000016	C	SunMonTueWedThuFriSat
seg006:01AE9EC8	00000025	C	JanFebMarAprMayJunJulAugSepOctNovDec
seg006:01AEE338	0000000E	C	GetVersionExA
seg006:01AEE348	00000007	C	GetACP
seg006:01AEE354	0000000D	C	tLocaleInfoA
seg006:01AEE364	00000010	C	GetThreadLocale
seg006:01AEE378	0000000F	C	tModuleHandleA
seg006:01AEE38C	00000007	C	trlenA
seg006:01AEE398	00000011	C	tModuleFileNameA
seg006:01AEE3AC	00000015	C	__C_specific_handler
seg006:01AEE3C4	00000014	C	MultiByteToWideChar
seg006:01AEE3DC	00000007	C	trlenW
seg006:01AEE3E8	0000000B	C	tLastError
seg006:01AEE3F8	00000012	C	deCharToMultiByte
seg006:01AEE40C	0000000C	C	FreeLibrary
seg006:01AEE47C	0000001A	C	DisableThreadLibraryCalls
seg006:01AEE498	00000016	C	DeleteCriticalSection
seg006:01AEE4B0	0000000F	C	RaiseException
seg006:01AEE4C4	00000007	C	trcpyA
seg006:01AEE4D0	00000018	C	itializeCriticalSection
seg006:01AEE4EA	00000015	C	EnterCriticalSection
seg006:01AEE504	00000013	C	aveCriticalSection
seg006:01AEE51A	0000000C	C	CloseHandle
seg006:01AEE528	00000009	C	ReadFile
seg006:01AEE534	0000000F	C	SetFilePointer
seg006:01AEE546	0000000C	C	CreateFileA
seg006:01AEE552	0000000D	C	KERNEL32.dll
seg006:01AEE562	0000000A	C	CharNextA
seg006:01AEE570	0000000A	C	sertMenuA
seg006:01AEE57A	0000000B	C	USER32.dll
seg006:01AEE588	0000000E	C	ShellExecuteA
seg006:01AEE598	0000000F	C	DragQueryFileA
seg006:01AEE5A8	0000000C	C	SHELL32.dll
seg006:01AEE5B6	0000000E	C	CoTaskMemFree
seg006:01AEE5C6	0000000F	C	CoTaskMemAlloc
seg006:01AEE5D8	00000011	C	CoTaskMemRealloc
seg006:01AEE5EC	00000010	C	StringFromGUID2
seg006:01AEE5FE	00000011	C	CoCreateInstance
seg006:01AEE614	0000000F	C	leaseStgMedium
seg006:01AEE624	0000000A	C	ole32.dll
seg006:01AEE62E	0000000D	C	OLEAUT32.dll
seg006:01AEE63E	00000013	C	PathFindExtensionA
seg006:01AEE654	00000009	C	StrCmpIW
seg006:01AEE65E	0000000C	C	SHLWAPI.dll
seg006:01AEE66C	00000006	C	Sleep
seg006:01AEE674	00000012	C	GetCurrentProcess
seg006:01AEE688	0000000F	C	VirtualProtect
seg006:01AEE6DC	00000017	C	RtlLookupFunctionEntry
seg006:01AEE704	00000012	C	RtlPcToFileHeader
seg006:01AEE718	0000000A	C	HeapAlloc
seg006:01AEE724	00000009	C	HeapFree
seg006:01AEE730	0000000C	C	HeapReAlloc
seg006:01AEE740	00000011	C	tCurrentThreadId
seg006:01AEE754	00000010	C	GetCommandLineA
seg006:01AEE778	00000018	C	QueryPerformanceCounter
seg006:01AEE794	0000000B	C	tTickCount
seg006:01AEE7A4	00000012	C	tCurrentProcessId
seg006:01AEE7B8	00000018	C	GetSystemTimeAsFileTime
seg006:01AEE7D4	00000017	C	handledExceptionFilter
seg006:01AEE7F0	0000001A	C	tUnhandledExceptionFilter
seg006:01AEE80C	00000012	C	RtlCaptureContext
seg006:01AEE820	00000011	C	TerminateProcess
seg006:01AEE834	0000000C	C	ExitProcess
seg006:01AEE8A0	00000013	C	HeapSetInformation
seg006:01AEE910	00000018	C	FreeEnvironmentStringsA
seg006:01AEE92C	00000014	C	tEnvironmentStrings
seg006:01AEE942	00000018	C	FreeEnvironmentStringsW
seg006:01AEE95C	00000017	C	GetEnvironmentStringsW
seg006:01AEE9F4	00000013	C	GetConsoleOutputCP
seg006:01AEEAD0	00000013	C	CmdLineExt_x64.DLL
seg006:01AEEAE3	00000010	C	DllCanUnloadNow
seg006:01AEEAF3	00000012	C	DllGetClassObject
seg006:01AEEB05	00000012	C	DllRegisterServer
seg006:01AEEB17	00000014	C	DllUnregisterServer
seg006:01AEEC30	00000015	C	.?AVCRegObject@ATL@@
seg006:01AEEC58	00000015	C	.?AUIRegistrarBase@@
seg006:01AEEC80	0000000F	C	.?AUIUnknown@@
seg006:01AEECA0	00000018	C	.?AVCAtlException@ATL@@
seg006:01AEECD0	00000035	C	.?AV?$CComObjectCached@VCComClassFactory@ATL@@@ATL@@
seg006:01AEED18	0000001B	C	.?AVCComClassFactory@ATL@@
seg006:01AEED48	00000014	C	.?AUIClassFactory@@
seg006:01AEED70	00000039	C	.?AV?$CComObjectRootEx@VCComMultiThreadModel@ATL@@@ATL@@
seg006:01AEEDC0	0000001D	C	.?AVCComObjectRootBase@ATL@@
seg006:01AEEDF0	0000002E	C	.?AV?$CComObject@VCCmdLineContextMenu@@@ATL@@
seg006:01AEEE30	0000001A	C	.?AVCCmdLineContextMenu@@
seg006:01AEEE60	0000003A	C	.?AV?$CComObjectRootEx@VCComSingleThreadModel@ATL@@@ATL@@
seg006:01AEEEB0	00000056	C	.?AV?$CComCoClass@VCCmdLineContextMenu@@$1?CLSID_CmdLineContextMenu@@3U_GUID@@B@ATL@@
seg006:01AEEF18	00000014	C	.?AUIContextMenu3@@
seg006:01AEEF40	00000014	C	.?AUIContextMenu2@@
seg006:01AEEF68	00000013	C	.?AUIContextMenu@@
seg006:01AEEF90	00000014	C	.?AUIShellExtInit@@
seg006:01AEEFC0	00000031	C	.?AV?$CComAggObject@VCCmdLineContextMenu@@@ATL@@
seg006:01AEF010	00000037	C	.?AV?$CComContainedObject@VCCmdLineContextMenu@@@ATL@@
seg006:01AEF058	00000015	C	.?AVCComModule@ATL@@
seg006:01AEF080	0000002A	C	.?AV?$CAtlModuleT@VCComModule@ATL@@@ATL@@
seg006:01AEF0C0	00000015	C	.?AVCAtlModule@ATL@@
seg006:01AEF0E8	00000018	C	.?AU_ATL_MODULE70@ATL@@
seg006:01AEF140	00000016	C	.?AVlogic_error@std@@
seg006:01AEF168	00000014	C	.?AVexception@std@@
seg006:01AEF190	00000017	C	.?AVlength_error@std@@
seg006:01AEF1B8	00000017	C	.?AVout_of_range@std@@
seg006:01AEF1F0	00000010	C	.?AVtype_info@@
seg006:01AEF228	00000014	C	.?AVbad_alloc@std@@
seg006:01AEF3E8	00000018	C	.?AVbad_exception@std@@
seg006:01AF006E	0000001B	C	abcdefghijklmnopqrstuvwxyz
seg006:01AF008E	0000001B	C	ABCDEFGHIJKLMNOPQRSTUVWXYZ
seg006:01AF0281	0000001B	C	abcdefghijklmnopqrstuvwxyz
seg006:01AF02A1	0000001B	C	ABCDEFGHIJKLMNOPQRSTUVWXYZ
seg006:01AF36AC	00000016	C	CmdLineContextMenuWW\x1B
seg006:01AF36E2	0000001C	C	CmdLineContextMenu ClassWW\b
seg006:01AF3AB8	000006B9	C	<asmv1:assembly xsi:schemaLocation=\"urn:schemas-microsoft-com:asm.v1 assembly.adaptive.xsd\" manifestVersion=\"1.0\" xmlns:dsig=\"http://www.w3.org/2000/09/xmldsig#\" xmlns=\"urn:schemas-microsoft-com:asm.v2\" xmlns:asmv1=\"urn:schemas-microsoft-com:asm.v1\" xmlns:asmv2=\"urn:schemas-microsoft-com:asm.v2\" xmlns:xsi=\"http://www.w3.org/2001/XMLSchema-instance\">\r\n  <asmv1:assemblyIdentity name=\"CmdLineExt.exe\" version=\"1.0.0.0\" publicKeyToken=\"0000000000000000\" language=\"neutral\" processorArchitecture=\"msil\" type=\"win32\"></asmv1:assemblyIdentity>\r\n  <application></application>\r\n  <trustInfo>\r\n    <security>\r\n\t\t<requestedPrivileges>\r\n\t\t\t<requestedExecutionLevel level=\"asInvoker\" uiAccess=\"false\"></requestedExecutionLevel>\r\n\t\t</requestedPrivileges>\r\n\t</security>\r\n  </trustInfo>\r\n  <dependency>\r\n    <dependentOS>\r\n      <osVersionInfo>\r\n        <os majorVersion=\"4\" minorVersion=\"10\" buildNumber=\"0\" servicePackMajor=\"0\"></os>\r\n      </osVersionInfo>\r
seg006:01AF60C4	00000010	C	.?AVexception@@
seg006:01AF60DC	00000016	C	.?AVlogic_error@std@@
seg006:01AF60FC	00000017	C	.?AVlength_error@std@@
seg006:01AF611C	00000017	C	.?AVout_of_range@std@@
seg006:01AF613C	00000014	C	.?AVbad_alloc@std@@
seg006:01AF618C	00000010	C	.?AVtype_info@@
seg006:01AF7B14	0000000C	C	logging.txt
seg006:01AFB0B9	0000002D	C	!This program cannot be run in DOS mode.\r\r\n$
seg006:01AFB234	00000006	C	.text
seg006:01AFC3D6	0000000B	C	dont panic
seg006:01AFC4B8	00000013	C	lInitUnicodeString
seg006:01AFC4E0	00000015	C	IoCreateSymbolicLink
seg006:01AFC4F8	0000000F	C	IoDeleteDevice
seg006:01AFC50C	00000011	C	fCompleteRequest
seg006:01AFC520	00000011	C	MmIsAddressValid
seg006:01AFC534	00000015	C	IoDeleteSymbolicLink
seg006:01AFC54C	00000020	C	PsSetCreateProcessNotifyRoutine
seg006:01AFC570	00000019	C	I386AllocateGdtSelectors
seg006:01AFC58C	00000015	C	KeI386SetGdtSelector
seg006:01AFC5A4	0000001A	C	KeI386ReleaseGdtSelectors
seg006:01AFC5BE	0000000D	C	NTOSKRNL.EXE
seg006:01AFC9E9	0000002D	C	!This program cannot be run in DOS mode.\r\r\n$
seg006:01AFDDF9	00000017	C	VxD sony_ssm (VtoolsD)
seg006:01AFDE75	0000000F	C	StringFileInfo
seg006:01AFDE89	00000009	C	04090000
seg006:01AFDE99	0000000F	C	ProductVersion
seg006:01AFDEA9	0000000D	C	Version 1.00
seg006:01AFDEBD	0000000C	C	ProductName
seg006:01AFDEC9	00000019	C	SecuROM Security Module.
seg006:01AFDEE9	00000011	C	OriginalFilename
seg006:01AFDEFD	0000000D	C	sony_ssm.vxd
seg006:01AFDF11	0000000F	C	LegalCopyright
seg006:01AFDF21	0000002B	C	Copyright (C) 2004/05 Sony DADC Austria AG
seg006:01AFDF51	0000000D	C	InternalName
seg006:01AFDF61	00000008	C	DEVNAME
seg006:01AFDF6D	0000000C	C	FileVersion
seg006:01AFDF79	0000000D	C	Version 1.00
seg006:01AFDF8D	00000010	C	FileDescription
seg006:01AFDF9D	00000019	C	SecuROM Security Module.
