Address	Length	Type	String
.rdata:00664454	00000015	C	ERROR_FILE_READ_ONLY
.rdata:0066446C	00000018	C	ERROR_NOT_EXPORT_FORMAT
.rdata:00664484	00000019	C	ERROR_FILE_NOT_ENCRYPTED
.rdata:006644A0	00000013	C	ERROR_NO_USER_KEYS
.rdata:006644B4	00000010	C	ERROR_WRONG_EFS
.rdata:006644C4	0000000D	C	ERROR_NO_EFS
.rdata:006644D4	00000019	C	ERROR_NO_RECOVERY_POLICY
.rdata:006644F0	00000015	C	ERROR_FILE_ENCRYPTED
.rdata:00664508	00000018	C	ERROR_DECRYPTION_FAILED
.rdata:00664520	00000018	C	ERROR_ENCRYPTION_FAILED
.rdata:00664538	0000002B	C	ERROR_CLUSTER_CANT_CREATE_DUP_CLUSTER_NAME
.rdata:00664564	0000001F	C	ERROR_CLUSTER_WRONG_OS_VERSION
.rdata:00664584	0000001F	C	ERROR_NODE_CANNOT_BE_CLUSTERED
.rdata:006645A4	00000021	C	ERROR_CLUSTER_PARAMETER_MISMATCH
.rdata:006645C8	00000024	C	ERROR_CLUSTER_EVICT_WITHOUT_CLEANUP
.rdata:006645EC	0000002A	C	ERROR_CLUSTER_PROPERTY_DATA_TYPE_MISMATCH
.rdata:00664618	00000027	C	ERROR_CLUSTER_NETWORK_NOT_FOUND_FOR_IP
.rdata:00664640	00000023	C	ERROR_CLUSTER_INSTANCE_ID_MISMATCH
.rdata:00664664	0000001E	C	ERROR_CLUSTER_MEMBERSHIP_HALT
.rdata:00664684	00000022	C	ERROR_CLUSTER_QUORUMLOG_NOT_FOUND
.rdata:006646A8	00000027	C	ERROR_CLUSTER_MEMBERSHIP_INVALID_STATE
.rdata:006646D0	00000025	C	ERROR_RESOURCE_PROPERTY_UNCHANGEABLE
.rdata:006646F8	00000028	C	ERROR_CLUSTER_NODE_ALREADY_HAS_DFS_ROOT
.rdata:00664720	0000001E	C	ERROR_DATABASE_BACKUP_CORRUPT
.rdata:00664740	0000001C	C	ERROR_QUORUM_DISK_NOT_FOUND
.rdata:0066475C	0000001D	C	ERROR_CLUSTER_GUM_NOT_LOCKER
.rdata:0066477C	0000001B	C	ERROR_RESMON_INVALID_STATE
.rdata:00664798	00000023	C	ERROR_CLUSTER_DATABASE_SEQMISMATCH
.rdata:006647BC	00000024	C	ERROR_CLUSTER_OWNER_NOT_IN_PREFLIST
.rdata:006647E0	00000029	C	ERROR_CLUSTER_NO_RPC_PACKAGES_REGISTERED
.rdata:0066480C	00000020	C	ERROR_CLUSTER_RESNAME_NOT_FOUND
.rdata:0066482C	00000024	C	ERROR_CLUSTER_RESTYPE_NOT_SUPPORTED
.rdata:00664850	00000026	C	ERROR_CLUSTER_RESOURCE_TYPE_NOT_FOUND
.rdata:00664878	00000024	C	ERROR_CLUSTER_SYSTEM_CONFIG_CHANGED
.rdata:0066489C	0000002B	C	ERROR_CLUSTER_MAXNUM_OF_RESOURCES_EXCEEDED
.rdata:006648C8	00000024	C	ERROR_CLUSTER_INCOMPATIBLE_VERSIONS
.rdata:006648EC	0000001B	C	ERROR_CLUSTER_JOIN_ABORTED
.rdata:00664908	00000021	C	ERROR_CLUSTER_NODE_SHUTTING_DOWN
.rdata:0066492C	0000001D	C	ERROR_CLUSTER_NODE_NOT_READY
.rdata:0066494C	0000001E	C	ERROR_NODE_CANT_HOST_RESOURCE
.rdata:0066496C	0000001A	C	ERROR_CLUSTER_NODE_PAUSED
.rdata:00664988	0000001D	C	ERROR_DEPENDENCY_NOT_ALLOWED
.rdata:006649A8	00000022	C	ERROR_INVALID_OPERATION_ON_QUORUM
.rdata:006649CC	00000025	C	ERROR_CLUSTER_NETWORK_HAS_DEPENDENTS
.rdata:006649F4	00000024	C	ERROR_CLUSTER_LAST_INTERNAL_NETWORK
.rdata:00664A18	00000022	C	ERROR_CLUSTER_NODE_ALREADY_MEMBER
.rdata:00664A3C	00000026	C	ERROR_CLUSTER_NETWORK_ALREADY_OFFLINE
.rdata:00664A64	00000025	C	ERROR_CLUSTER_NETWORK_ALREADY_ONLINE
.rdata:00664A8C	00000020	C	ERROR_CLUSTER_NODE_ALREADY_DOWN
.rdata:00664AAC	0000001E	C	ERROR_CLUSTER_NODE_ALREADY_UP
.rdata:00664ACC	00000023	C	ERROR_CLUSTER_NETWORK_NOT_INTERNAL
.rdata:00664AF0	00000022	C	ERROR_CLUSTER_NO_SECURITY_CONTEXT
.rdata:00664B14	0000001E	C	ERROR_CLUSTER_NODE_NOT_PAUSED
.rdata:00664B34	0000001C	C	ERROR_CLUSTER_IPADDR_IN_USE
.rdata:00664B50	00000016	C	ERROR_CLUSTER_NODE_UP
.rdata:00664B68	0000001E	C	ERROR_CLUSTER_INVALID_NETWORK
.rdata:00664B88	00000023	C	ERROR_CLUSTER_JOIN_NOT_IN_PROGRESS
.rdata:00664BAC	0000001E	C	ERROR_CLUSTER_NODE_NOT_MEMBER
.rdata:00664BCC	0000001F	C	ERROR_CLUSTER_NODE_UNREACHABLE
.rdata:00664BEC	00000018	C	ERROR_CLUSTER_NODE_DOWN
.rdata:00664C04	00000027	C	ERROR_CLUSTER_INVALID_NETWORK_PROVIDER
.rdata:00664C2C	0000001E	C	ERROR_CLUSTER_INVALID_REQUEST
.rdata:00664C4C	00000025	C	ERROR_CLUSTER_NETINTERFACE_NOT_FOUND
.rdata:00664C74	00000022	C	ERROR_CLUSTER_NETINTERFACE_EXISTS
.rdata:00664C98	00000020	C	ERROR_CLUSTER_NETWORK_NOT_FOUND
.rdata:00664CB8	0000001D	C	ERROR_CLUSTER_NETWORK_EXISTS
.rdata:00664CD8	00000023	C	ERROR_CLUSTER_LOCAL_NODE_NOT_FOUND
.rdata:00664CFC	0000001D	C	ERROR_CLUSTER_NODE_NOT_FOUND
.rdata:00664D1C	0000001F	C	ERROR_CLUSTER_JOIN_IN_PROGRESS
.rdata:00664D3C	0000001A	C	ERROR_CLUSTER_NODE_EXISTS
.rdata:00664D58	0000001B	C	ERROR_CLUSTER_INVALID_NODE
.rdata:00664D74	00000016	C	ERROR_RESOURCE_FAILED
.rdata:00664D8C	0000001E	C	ERROR_ALL_NODES_NOT_AVAILABLE
.rdata:00664DAC	00000019	C	ERROR_NODE_NOT_AVAILABLE
.rdata:00664DC8	0000001C	C	ERROR_NETWORK_NOT_AVAILABLE
.rdata:00664DE4	00000019	C	ERROR_QUORUM_OWNER_ALIVE
.rdata:00664E00	00000022	C	ERROR_CLUSTERLOG_NOT_ENOUGH_SPACE
.rdata:00664E24	00000024	C	ERROR_CLUSTERLOG_CHKPOINT_NOT_FOUND
.rdata:00664E48	00000021	C	ERROR_CLUSTERLOG_EXCEEDS_MAXSIZE
.rdata:00664E6C	00000028	C	ERROR_CLUSTERLOG_RECORD_EXCEEDS_MAXSIZE
.rdata:00664E94	00000019	C	ERROR_CLUSTERLOG_CORRUPT
.rdata:00664EB0	0000001C	C	ERROR_QUORUMLOG_OPEN_FAILED
.rdata:00664ECC	00000024	C	ERROR_QUORUM_RESOURCE_ONLINE_FAILED
.rdata:00664EF0	00000014	C	ERROR_CORE_RESOURCE
.rdata:00664F04	00000017	C	ERROR_NOT_QUORUM_CLASS
.rdata:00664F1C	00000021	C	ERROR_RESOURCE_PROPERTIES_STORED
.rdata:00664F40	00000014	C	ERROR_INVALID_STATE
.rdata:00664F54	0000001C	C	ERROR_CLUSTER_SHUTTING_DOWN
.rdata:00664F70	00000019	C	ERROR_NOT_QUORUM_CAPABLE
.rdata:00664F8C	00000016	C	ERROR_QUORUM_RESOURCE
.rdata:00664FA4	00000016	C	ERROR_RESOURCE_ONLINE
.rdata:00664FBC	0000001B	C	ERROR_RESMON_ONLINE_FAILED
.rdata:00664FD8	0000001B	C	ERROR_RESMON_CREATE_FAILED
.rdata:00664FF4	00000020	C	ERROR_HOST_NODE_NOT_GROUP_OWNER
.rdata:00665014	00000023	C	ERROR_HOST_NODE_NOT_RESOURCE_OWNER
.rdata:00665038	00000017	C	ERROR_GROUP_NOT_ONLINE
.rdata:00665050	00000016	C	ERROR_GROUP_NOT_FOUND
.rdata:00665068	0000001A	C	ERROR_GROUP_NOT_AVAILABLE
.rdata:00665084	0000001C	C	ERROR_OBJECT_ALREADY_EXISTS
.rdata:006650A0	0000001D	C	ERROR_CANT_EVICT_ACTIVE_NODE
.rdata:006650C0	00000017	C	ERROR_SHUTDOWN_CLUSTER
.rdata:006650D8	00000019	C	ERROR_RESOURCE_NOT_FOUND
.rdata:006650F4	0000001D	C	ERROR_RESOURCE_NOT_AVAILABLE
.rdata:00665114	0000001B	C	ERROR_DEPENDENCY_NOT_FOUND
.rdata:00665130	0000001A	C	ERROR_RESOURCE_NOT_ONLINE
.rdata:0066514C	0000001E	C	ERROR_HOST_NODE_NOT_AVAILABLE
.rdata:0066516C	00000020	C	ERROR_DEPENDENT_RESOURCE_EXISTS
.rdata:0066518C	00000021	C	ERROR_REPARSE_ATTRIBUTE_CONFLICT
.rdata:006651B0	0000001B	C	ERROR_INVALID_REPARSE_DATA
.rdata:006651CC	0000001A	C	ERROR_REPARSE_TAG_INVALID
.rdata:006651E8	0000001D	C	ERROR_VOLUME_NOT_SIS_ENABLED
.rdata:00665208	0000001A	C	ERROR_NOT_A_REPARSE_POINT
.rdata:00665224	00000022	C	ERROR_CLEANER_CARTRIDGE_INSTALLED
.rdata:00665248	0000001B	C	ERROR_NO_SUPPORTING_DRIVES
.rdata:00665264	00000016	C	ERROR_INDIGENOUS_TYPE
.rdata:0066527C	00000020	C	ERROR_VOLUME_CONTAINS_SYS_FILES
.rdata:0066529C	00000021	C	ERROR_REMOTE_STORAGE_MEDIA_ERROR
.rdata:006652C0	00000020	C	ERROR_REMOTE_STORAGE_NOT_ACTIVE
.rdata:006652E0	00000013	C	ERROR_FILE_OFFLINE
.rdata:006652F4	0000001F	C	ERROR_MESSAGE_EXCEEDS_MAX_SIZE
.rdata:00665314	0000001C	C	ERROR_CANT_DELETE_LAST_ITEM
.rdata:00665330	00000016	C	ERROR_UNEXPECTED_OMID
.rdata:00665348	0000001E	C	ERROR_CLEANER_CARTRIDGE_SPENT
.rdata:00665368	0000001B	C	ERROR_CLEANER_SLOT_NOT_SET
.rdata:00665384	00000017	C	ERROR_CLEANER_SLOT_SET
.rdata:0066539C	00000024	C	ERROR_UNABLE_TO_EJECT_MOUNTED_MEDIA
.rdata:006653C0	00000019	C	ERROR_CONTROLLING_IEPORT
.rdata:006653DC	00000015	C	ERROR_TRANSPORT_FULL
.rdata:006653F4	00000024	C	ERROR_UNABLE_TO_INVENTORY_TRANSPORT
.rdata:00665418	0000001F	C	ERROR_UNABLE_TO_INVENTORY_SLOT
.rdata:00665438	00000020	C	ERROR_UNABLE_TO_INVENTORY_DRIVE
.rdata:00665458	0000001C	C	ERROR_UNABLE_TO_LOAD_MEDIUM
.rdata:00665474	0000001C	C	ERROR_MEDIUM_NOT_ACCESSIBLE
.rdata:00665490	00000013	C	ERROR_LIBRARY_FULL
.rdata:006654A4	0000001B	C	ERROR_INVALID_DRIVE_OBJECT
.rdata:006654C0	00000016	C	ERROR_REQUEST_REFUSED
.rdata:006654D8	0000001B	C	ERROR_DEVICE_NOT_AVAILABLE
.rdata:006654F4	0000001A	C	ERROR_MEDIA_NOT_AVAILABLE
.rdata:00665510	00000018	C	ERROR_INVALID_OPERATION
.rdata:00665528	0000001B	C	ERROR_RESOURCE_NOT_PRESENT
.rdata:00665544	00000019	C	ERROR_MEDIA_INCOMPATIBLE
.rdata:00665560	00000014	C	ERROR_DATABASE_FULL
.rdata:00665574	00000017	C	ERROR_DATABASE_FAILURE
.rdata:0066558C	00000017	C	ERROR_OBJECT_NOT_FOUND
.rdata:006655A4	00000016	C	ERROR_UNABLE_TO_CLEAN
.rdata:006655BC	00000016	C	ERROR_INVALID_CLEANER
.rdata:006655D4	00000018	C	ERROR_RESOURCE_DISABLED
.rdata:006655EC	00000018	C	ERROR_MEDIA_UNAVAILABLE
.rdata:00665604	00000010	C	ERROR_NOT_EMPTY
.rdata:00665614	0000000C	C	ERROR_EMPTY
.rdata:00665620	00000016	C	ERROR_LIBRARY_OFFLINE
.rdata:00665638	00000014	C	ERROR_MEDIA_OFFLINE
.rdata:0066564C	0000001B	C	ERROR_DRIVE_MEDIA_MISMATCH
.rdata:00665668	00000016	C	ERROR_WMI_SET_FAILURE
.rdata:00665680	00000014	C	ERROR_INVALID_MEDIA
.rdata:00665694	00000016	C	ERROR_INVALID_LIBRARY
.rdata:006656AC	00000019	C	ERROR_INVALID_MEDIA_POOL
.rdata:006656C8	00000014	C	ERROR_WMI_READ_ONLY
.rdata:006656DC	0000001D	C	ERROR_WMI_SERVER_UNAVAILABLE
.rdata:006656FC	00000014	C	ERROR_WMI_DP_FAILED
.rdata:00665710	00000016	C	ERROR_WMI_INVALID_MOF
.rdata:00665728	0000001A	C	ERROR_WMI_INVALID_REGINFO
.rdata:00665744	0000001B	C	ERROR_WMI_ALREADY_DISABLED
.rdata:00665760	0000001C	C	ERROR_WMI_GUID_DISCONNECTED
.rdata:0066577C	00000014	C	ERROR_WMI_TRY_AGAIN
.rdata:00665790	00000017	C	ERROR_WMI_DP_NOT_FOUND
.rdata:006657A8	00000022	C	ERROR_WMI_UNRESOLVED_INSTANCE_REF
.rdata:006657CC	0000001A	C	ERROR_WMI_ALREADY_ENABLED
.rdata:006657E8	0000001B	C	ERROR_WMI_ITEMID_NOT_FOUND
.rdata:00665804	00000017	C	ERROR_REC_NON_EXISTENT
.rdata:0066581C	00000016	C	ERROR_RPL_NOT_ALLOWED
.rdata:00665834	0000001C	C	ERROR_DHCP_ADDRESS_CONFLICT
.rdata:00665850	00000019	C	ERROR_WMI_GUID_NOT_FOUND
.rdata:0066586C	0000001D	C	ERROR_WMI_INSTANCE_NOT_FOUND
.rdata:0066588C	00000014	C	ERROR_WINS_INTERNAL
.rdata:006658A0	0000001D	C	ERROR_CAN_NOT_DEL_LOCAL_WINS
.rdata:006658C0	00000012	C	ERROR_STATIC_INIT
.rdata:006658D4	00000011	C	ERROR_INC_BACKUP
.rdata:006658E8	0000001D	C	ERROR_PRINTER_DRIVER_BLOCKED
.rdata:00665908	0000001E	C	ERROR_SUCCESS_REBOOT_REQUIRED
.rdata:00665928	0000001F	C	ERROR_SUCCESS_RESTART_REQUIRED
.rdata:00665948	00000018	C	ERROR_PRINTER_NOT_FOUND
.rdata:00665960	0000001C	C	ERROR_PRINTER_DRIVER_WARNED
.rdata:0066597C	0000001E	C	ERROR_PRINTER_HAS_JOBS_QUEUED
.rdata:0066599C	00000026	C	ERROR_PRINT_MONITOR_ALREADY_INSTALLED
.rdata:006659C4	0000001C	C	ERROR_INVALID_PRINT_MONITOR
.rdata:006659E0	0000001B	C	ERROR_PRINT_MONITOR_IN_USE
.rdata:006659FC	00000014	C	ERROR_SPL_NO_ADDJOB
.rdata:00665A10	00000014	C	ERROR_DEVICE_IN_USE
.rdata:00665A24	0000001C	C	ERROR_PRINTER_DRIVER_IN_USE
.rdata:00665A40	0000001B	C	ERROR_SPOOL_FILE_NOT_FOUND
.rdata:00665A5C	00000016	C	ERROR_SPL_NO_STARTDOC
.rdata:00665A74	00000019	C	ERROR_ACTIVE_CONNECTIONS
.rdata:00665A90	00000027	C	ERROR_CONNECTED_OTHER_PASSWORD_DEFAULT
.rdata:00665AB8	00000013	C	ERROR_BAD_USERNAME
.rdata:00665ACC	00000014	C	ERROR_NOT_CONNECTED
.rdata:00665AE0	00000011	C	ERROR_OPEN_FILES
.rdata:00665AF4	0000001F	C	ERROR_CONNECTED_OTHER_PASSWORD
.rdata:00665B14	00000019	C	ERROR_DELETING_ICM_XFORM
.rdata:00665B30	00000018	C	ERROR_INVALID_TRANSFORM
.rdata:00665B48	0000001A	C	ERROR_COLORSPACE_MISMATCH
.rdata:00665B64	00000019	C	ERROR_INVALID_COLORINDEX
.rdata:00665B80	00000016	C	ERROR_ICM_NOT_ENABLED
.rdata:00665B98	00000019	C	ERROR_INVALID_COLORSPACE
.rdata:00665BB4	00000018	C	ERROR_PROFILE_NOT_FOUND
.rdata:00665BCC	00000029	C	ERROR_PROFILE_NOT_ASSOCIATED_WITH_DEVICE
.rdata:00665BF8	00000014	C	ERROR_DUPLICATE_TAG
.rdata:00665C0C	00000016	C	ERROR_TAG_NOT_PRESENT
.rdata:00665C24	00000014	C	ERROR_TAG_NOT_FOUND
.rdata:00665C38	00000016	C	ERROR_INVALID_PROFILE
.rdata:00665C50	00000012	C	ERROR_INVALID_CMM
.rdata:00665C64	0000001D	C	ERROR_CLIPPING_NOT_SUPPORTED
.rdata:00665C84	0000001E	C	ERROR_TRANSFORM_NOT_SUPPORTED
.rdata:00665CA4	0000001D	C	ERROR_METAFILE_NOT_SUPPORTED
.rdata:00665CC4	00000016	C	ERROR_CONTEXT_EXPIRED
.rdata:00665CDC	00000018	C	ERROR_KM_DRIVER_BLOCKED
.rdata:00665CF4	0000001A	C	RPC_S_GRP_ELT_NOT_REMOVED
.rdata:00665D10	00000018	C	RPC_S_GRP_ELT_NOT_ADDED
.rdata:00665D28	0000001A	C	RPC_S_PRF_ELT_NOT_REMOVED
.rdata:00665D44	00000018	C	RPC_S_PRF_ELT_NOT_ADDED
.rdata:00665D5C	00000018	C	RPC_S_PROFILE_NOT_ADDED
.rdata:00665D74	0000001D	C	RPC_S_INTERFACE_NOT_EXPORTED
.rdata:00665D94	0000001C	C	RPC_S_NOT_ALL_OBJS_EXPORTED
.rdata:00665DB0	0000001A	C	RPC_S_ENTRY_TYPE_MISMATCH
.rdata:00665DCC	0000001B	C	ERROR_INVALID_WINDOW_STYLE
.rdata:00665DE8	00000011	C	ERROR_BAD_DRIVER
.rdata:00665DFC	0000001B	C	ERROR_INVALID_PIXEL_FORMAT
.rdata:00665E18	0000001C	C	ERROR_CANT_RESOLVE_FILENAME
.rdata:00665E34	00000017	C	ERROR_CANT_ACCESS_FILE
.rdata:00665E4C	00000012	C	ERROR_NO_SITENAME
.rdata:00665E60	00000011	C	RPC_X_PIPE_EMPTY
.rdata:00665E74	0000001C	C	RPC_X_PIPE_DISCIPLINE_ERROR
.rdata:00665E90	00000012	C	RPC_X_PIPE_CLOSED
.rdata:00665EA4	00000019	C	RPC_S_INVALID_ASYNC_CALL
.rdata:00665EC0	0000001B	C	RPC_S_INVALID_ASYNC_HANDLE
.rdata:00665EDC	00000016	C	RPC_S_SEND_INCOMPLETE
.rdata:00665EF4	0000000F	C	OR_INVALID_SET
.rdata:00665F04	0000000F	C	OR_INVALID_OID
.rdata:00665F14	00000010	C	OR_INVALID_OXID
.rdata:00665F24	00000019	C	ERROR_ACCOUNT_LOCKED_OUT
.rdata:00665F40	00000022	C	ERROR_DOMAIN_CONTROLLER_NOT_FOUND
.rdata:00665F64	0000001B	C	ERROR_PASSWORD_MUST_CHANGE
.rdata:00665F80	0000001C	C	ERROR_INVALID_PRINTER_STATE
.rdata:00665F9C	00000016	C	ERROR_PRINTER_DELETED
.rdata:00665FB4	00000016	C	ERROR_ALREADY_WAITING
.rdata:00665FCC	00000018	C	ERROR_INVALID_FORM_SIZE
.rdata:00665FE4	00000018	C	ERROR_INVALID_FORM_NAME
.rdata:00665FFC	00000013	C	ERROR_INVALID_TIME
.rdata:00666010	00000015	C	RPC_S_INVALID_OBJECT
.rdata:00666028	00000012	C	EPT_S_CANT_CREATE
.rdata:0066603C	0000001D	C	RPC_S_GROUP_MEMBER_NOT_FOUND
.rdata:0066605C	00000019	C	RPC_X_WRONG_PIPE_VERSION
.rdata:00666078	00000017	C	RPC_X_WRONG_PIPE_ORDER
.rdata:00666090	0000001A	C	RPC_X_INVALID_PIPE_OBJECT
.rdata:006660AC	00000019	C	RPC_X_WRONG_STUB_VERSION
.rdata:006660C8	00000017	C	RPC_X_WRONG_ES_VERSION
.rdata:006660E0	00000018	C	RPC_X_INVALID_ES_ACTION
.rdata:006660F8	00000021	C	ERROR_INSTALL_TRANSFORM_REJECTED
.rdata:0066611C	0000001D	C	ERROR_PATCH_PACKAGE_REJECTED
.rdata:0066613C	0000001D	C	ERROR_PATCH_TARGET_NOT_FOUND
.rdata:0066615C	0000001F	C	ERROR_SUCCESS_REBOOT_INITIATED
.rdata:0066617C	00000020	C	ERROR_INSTALL_REMOTE_DISALLOWED
.rdata:0066619C	0000001B	C	ERROR_INVALID_COMMAND_LINE
.rdata:006661B8	00000016	C	ERROR_PRODUCT_VERSION
.rdata:006661D0	00000020	C	ERROR_PATCH_PACKAGE_UNSUPPORTED
.rdata:006661F0	0000001C	C	ERROR_PATCH_PACKAGE_INVALID
.rdata:0066620C	00000020	C	ERROR_PATCH_PACKAGE_OPEN_FAILED
.rdata:0066622C	00000016	C	ERROR_INSTALL_NOTUSED
.rdata:00666244	00000023	C	ERROR_INSTALL_PLATFORM_UNSUPPORTED
.rdata:00666268	0000001E	C	ERROR_INSTALL_TEMP_UNWRITABLE
.rdata:00666288	00000014	C	ERROR_CREATE_FAILED
.rdata:0066629C	00000017	C	ERROR_UNSUPPORTED_TYPE
.rdata:006662B4	00000018	C	ERROR_DATATYPE_MISMATCH
.rdata:006662CC	00000014	C	ERROR_INVALID_TABLE
.rdata:006662E0	00000016	C	ERROR_FUNCTION_FAILED
.rdata:006662F8	0000001A	C	ERROR_FUNCTION_NOT_CALLED
.rdata:00666314	0000001F	C	ERROR_INSTALL_PACKAGE_REJECTED
.rdata:00666334	00000020	C	ERROR_INSTALL_TRANSFORM_FAILURE
.rdata:00666354	00000023	C	ERROR_INSTALL_LANGUAGE_UNSUPPORTED
.rdata:00666378	0000001A	C	ERROR_INSTALL_LOG_FAILURE
.rdata:00666394	00000019	C	ERROR_INSTALL_UI_FAILURE
.rdata:006663B0	0000001E	C	ERROR_INSTALL_PACKAGE_INVALID
.rdata:006663D0	00000022	C	ERROR_INSTALL_PACKAGE_OPEN_FAILED
.rdata:006663F4	0000001E	C	ERROR_INSTALL_ALREADY_RUNNING
.rdata:00666414	0000001E	C	ERROR_INSTALL_PACKAGE_VERSION
.rdata:00666434	0000001E	C	ERROR_INSTALL_SERVICE_FAILURE
.rdata:00666454	00000014	C	RPC_S_NOT_CANCELLED
.rdata:00666468	00000014	C	RPC_S_SEC_PKG_ERROR
.rdata:0066647C	00000016	C	RPC_S_UUID_LOCAL_ONLY
.rdata:00666494	00000014	C	RPC_S_NOT_RPC_ERROR
.rdata:006664A8	00000014	C	RPC_S_NO_PRINC_NAME
.rdata:006664BC	0000001E	C	RPC_S_UNSUPPORTED_AUTHN_LEVEL
.rdata:006664DC	00000013	C	RPC_S_COMM_FAILURE
.rdata:006664F0	00000019	C	RPC_S_BINDING_INCOMPLETE
.rdata:0066650C	00000015	C	RPC_S_CALL_CANCELLED
.rdata:00666524	00000014	C	RPC_S_NO_INTERFACES
.rdata:00666538	00000017	C	ERROR_NOT_ENOUGH_QUOTA
.rdata:00666550	0000001E	C	ERROR_RESOURCE_LANG_NOT_FOUND
.rdata:00666570	0000001E	C	ERROR_RESOURCE_NAME_NOT_FOUND
.rdata:00666590	0000001E	C	ERROR_RESOURCE_TYPE_NOT_FOUND
.rdata:006665B0	0000001E	C	ERROR_RESOURCE_DATA_NOT_FOUND
.rdata:006665D0	0000001E	C	ERROR_SERVER_HAS_OPEN_HANDLES
.rdata:006665F0	00000020	C	ERROR_DOMAIN_TRUST_INCONSISTENT
.rdata:00666610	00000023	C	ERROR_NOLOGON_SERVER_TRUST_ACCOUNT
.rdata:00666634	00000028	C	ERROR_NOLOGON_WORKSTATION_TRUST_ACCOUNT
.rdata:0066665C	00000028	C	ERROR_NOLOGON_INTERDOMAIN_TRUST_ACCOUNT
.rdata:00666684	00000017	C	RPC_S_NO_MORE_BINDINGS
.rdata:0066669C	0000001A	C	ERROR_INVALID_ENVIRONMENT
.rdata:006666B8	00000017	C	ERROR_INVALID_DATATYPE
.rdata:006666D0	0000001E	C	ERROR_INVALID_PRINTER_COMMAND
.rdata:006666F0	0000001D	C	ERROR_PRINTER_ALREADY_EXISTS
.rdata:00666710	0000001B	C	ERROR_INVALID_PRINTER_NAME
.rdata:0066672C	00000017	C	ERROR_INVALID_PRIORITY
.rdata:00666744	0000001D	C	ERROR_INVALID_SEPARATOR_FILE
.rdata:00666764	0000001D	C	ERROR_UNKNOWN_PRINTPROCESSOR
.rdata:00666784	0000001D	C	ERROR_UNKNOWN_PRINTER_DRIVER
.rdata:006667A4	00000013	C	ERROR_UNKNOWN_PORT
.rdata:006667B8	00000027	C	ERROR_PRINTER_DRIVER_ALREADY_INSTALLED
.rdata:006667E0	00000022	C	ERROR_REDIRECTOR_HAS_OPEN_HANDLES
.rdata:00666804	00000016	C	ERROR_ACCOUNT_EXPIRED
.rdata:0066681C	0000001B	C	ERROR_NETLOGON_NOT_STARTED
.rdata:00666838	00000017	C	RPC_S_CALL_IN_PROGRESS
.rdata:00666850	00000014	C	ERROR_TRUST_FAILURE
.rdata:00666864	00000023	C	ERROR_TRUSTED_RELATIONSHIP_FAILURE
.rdata:00666888	0000001D	C	ERROR_TRUSTED_DOMAIN_FAILURE
.rdata:006668A8	0000001B	C	ERROR_NO_TRUST_SAM_ACCOUNT
.rdata:006668C4	0000001A	C	ERROR_NO_TRUST_LSA_SECRET
.rdata:006668E0	00000019	C	ERROR_UNRECOGNIZED_MEDIA
.rdata:006668FC	0000001A	C	ERROR_INVALID_USER_BUFFER
.rdata:00666918	00000014	C	RPC_X_BAD_STUB_DATA
.rdata:0066692C	0000001B	C	RPC_X_BYTE_COUNT_TOO_SMALL
.rdata:00666948	0000001E	C	RPC_X_ENUM_VALUE_OUT_OF_RANGE
.rdata:00666968	00000017	C	RPC_X_NULL_REF_POINTER
.rdata:00666980	00000020	C	RPC_X_SS_CANNOT_GET_CALL_HANDLE
.rdata:006669A0	0000001A	C	RPC_X_SS_HANDLES_MISMATCH
.rdata:006669BC	00000019	C	RPC_X_SS_CONTEXT_DAMAGED
.rdata:006669D8	00000019	C	RPC_X_SS_IN_NULL_CONTEXT
.rdata:006669F4	0000001F	C	RPC_X_SS_CHAR_TRANS_SHORT_FILE
.rdata:00666A14	0000001E	C	RPC_X_SS_CHAR_TRANS_OPEN_FAIL
.rdata:00666A34	00000016	C	RPC_X_NO_MORE_ENTRIES
.rdata:00666A4C	00000012	C	RPC_S_FP_OVERFLOW
.rdata:00666A60	00000013	C	RPC_S_FP_UNDERFLOW
.rdata:00666A74	00000012	C	RPC_S_FP_DIV_ZERO
.rdata:00666A88	00000014	C	RPC_S_ADDRESS_ERROR
.rdata:00666A9C	00000012	C	RPC_S_ZERO_DIVIDE
.rdata:00666AB0	00000015	C	RPC_S_INTERNAL_ERROR
.rdata:00666AC8	0000001B	C	RPC_S_NO_CONTEXT_AVAILABLE
.rdata:00666AE4	00000015	C	RPC_S_CANNOT_SUPPORT
.rdata:00666AFC	00000015	C	RPC_S_INVALID_NAF_ID
.rdata:00666B14	0000001F	C	RPC_S_NAME_SERVICE_UNAVAILABLE
.rdata:00666B34	00000016	C	RPC_S_ENTRY_NOT_FOUND
.rdata:00666B4C	0000001B	C	RPC_S_ENTRY_ALREADY_EXISTS
.rdata:00666B68	0000001A	C	RPC_S_INTERFACE_NOT_FOUND
.rdata:00666B84	0000001E	C	RPC_S_NOT_ALL_OBJS_UNEXPORTED
.rdata:00666BA4	00000016	C	RPC_S_NO_MORE_MEMBERS
.rdata:00666BBC	0000001A	C	RPC_S_INVALID_VERS_OPTION
.rdata:00666BD8	00000016	C	RPC_S_INCOMPLETE_NAME
.rdata:00666BF0	00000018	C	RPC_S_NOTHING_TO_EXPORT
.rdata:00666C08	00000015	C	EPT_S_NOT_REGISTERED
.rdata:00666C20	00000016	C	EPT_S_CANT_PERFORM_OP
.rdata:00666C38	00000014	C	EPT_S_INVALID_ENTRY
